Old_stable_id New_stable_id Change
AGAP006202 AGAP006202 unchanged
AGAP006203 AGAP006203 unchanged
AGAP006204 AGAP006204 unchanged
AGAP006205 AGAP006205 unchanged
AGAP006206 AGAP006206 unchanged
AGAP006207 AGAP006207 unchanged
AGAP006208 AGAP006208 unchanged
AGAP006209 AGAP006209 unchanged
AGAP006210 AGAP006210 unchanged
AGAP006211 AGAP006211 unchanged
AGAP006212 AGAP006212 unchanged
AGAP006213 AGAP006213 unchanged
AGAP006214 AGAP006214 unchanged
AGAP006215 AGAP006215 unchanged
AGAP006216 AGAP006216 unchanged
AGAP006217 AGAP006217 unchanged
AGAP006218 AGAP006218 unchanged
AGAP006219 AGAP006219 unchanged
AGAP006220 AGAP006220 unchanged
AGAP006221 AGAP006221 unchanged
AGAP006222 AGAP006222 unchanged
AGAP006223 AGAP006223 unchanged
AGAP006224 AGAP006224 unchanged
AGAP006225 AGAP006225 unchanged
AGAP006226 AGAP006226 unchanged
AGAP006227 AGAP006227 unchanged
AGAP006228 AGAP006228 unchanged
AGAP006229 AGAP006229 unchanged
AGAP006230 NULL deleted
AGAP006231 AGAP006231 unchanged
AGAP006232 AGAP006232 unchanged
AGAP006233 AGAP006233 unchanged
AGAP006234 AGAP006234 unchanged
AGAP006235 AGAP006235 unchanged
AGAP006236 AGAP006236 unchanged
AGAP006237 AGAP006237 unchanged
AGAP006238 AGAP006238 unchanged
AGAP006239 AGAP006239 unchanged
AGAP006240 AGAP006240 unchanged
AGAP006241 AGAP006241 unchanged
AGAP006242 AGAP006242 unchanged
AGAP006243 AGAP006243 unchanged
AGAP006244 AGAP006244 unchanged
AGAP006245 AGAP006245 unchanged
AGAP006246 AGAP006246 unchanged
AGAP006247 AGAP006247 unchanged
AGAP006248 AGAP006248 unchanged
AGAP006249 AGAP006249 unchanged
AGAP006250 AGAP006250 unchanged
AGAP006251 AGAP006251 unchanged
AGAP006252 AGAP006252 unchanged
AGAP006253 AGAP006253 unchanged
AGAP006254 AGAP006254 unchanged
AGAP006255 AGAP006255 unchanged
AGAP006256 AGAP006256 unchanged
AGAP006257 AGAP006257 unchanged
AGAP006258 AGAP006258 unchanged
AGAP006259 AGAP006259 unchanged
AGAP006260 AGAP006260 unchanged
AGAP006261 AGAP006261 unchanged
AGAP006262 AGAP006262 unchanged
AGAP006263 AGAP006263 unchanged
AGAP006264 AGAP006264 unchanged
AGAP006265 AGAP006265 unchanged
AGAP006266 AGAP006266 unchanged
AGAP006267 AGAP006267 unchanged
AGAP006268 AGAP006268 unchanged
AGAP006269 AGAP006269 unchanged
AGAP006270 AGAP006270 unchanged
AGAP006271 AGAP006271 unchanged
AGAP006272 AGAP006272 unchanged
AGAP006273 AGAP006273 unchanged
AGAP006274 AGAP006274 unchanged
AGAP006275 AGAP006275 unchanged
AGAP006276 AGAP006276 unchanged
AGAP006277 AGAP006277 unchanged
AGAP006278 AGAP006278 unchanged
AGAP006279 AGAP006279 unchanged
AGAP006280 AGAP006280 unchanged
AGAP006281 AGAP006281 unchanged
AGAP006282 AGAP006282 unchanged
AGAP006283 AGAP006283 changed
AGAP006284 AGAP006284 unchanged
AGAP006285 AGAP006285 unchanged
AGAP006286 AGAP006286 unchanged
AGAP006287 AGAP006287 unchanged
AGAP006288 AGAP006288 unchanged
AGAP006289 AGAP006289 unchanged
AGAP006290 AGAP006290 unchanged
AGAP006291 AGAP006291 unchanged
AGAP006292 AGAP006292 unchanged
AGAP006293 AGAP006293 unchanged
AGAP006294 AGAP006294 unchanged
AGAP006295 AGAP006295 unchanged
AGAP006296 AGAP006296 unchanged
AGAP006297 AGAP006297 unchanged
AGAP006298 AGAP006298 unchanged
AGAP006299 AGAP006299 unchanged
AGAP006300 AGAP006300 unchanged
AGAP006301 AGAP006301 unchanged
AGAP006302 AGAP006302 unchanged
AGAP006303 AGAP006303 unchanged
AGAP006304 AGAP006304 unchanged
AGAP006305 AGAP006305 unchanged
AGAP006306 AGAP006306 unchanged
AGAP006307 AGAP006307 unchanged
AGAP006308 AGAP006308 unchanged
AGAP006309 AGAP006309 unchanged
AGAP006310 AGAP006310 unchanged
AGAP006311 AGAP006311 unchanged
AGAP006312 AGAP006312 unchanged
AGAP006313 AGAP006313 unchanged
AGAP006314 AGAP006314 unchanged
AGAP006315 AGAP006315 unchanged
AGAP006316 AGAP006316 unchanged
AGAP006317 AGAP006317 unchanged
AGAP006318 AGAP006318 unchanged
AGAP006319 AGAP006319 unchanged
AGAP006320 AGAP006320 unchanged
AGAP006321 AGAP006321 unchanged
AGAP006322 AGAP006322 unchanged
AGAP006323 AGAP006323 unchanged
AGAP006324 AGAP006324 unchanged
AGAP006325 AGAP006325 unchanged
AGAP006326 AGAP006326 unchanged
AGAP006327 AGAP006327 unchanged
AGAP006328 AGAP006328 unchanged
AGAP006329 AGAP006329 unchanged
AGAP006330 AGAP006330 unchanged
AGAP006331 AGAP006331 unchanged
AGAP006332 AGAP006332 unchanged
AGAP006333 AGAP006333 unchanged
AGAP006334 AGAP006334 unchanged
AGAP006335 AGAP006335 unchanged
AGAP006336 AGAP006336 unchanged
AGAP006337 AGAP006337 unchanged
AGAP006338 AGAP006338 unchanged
AGAP006339 AGAP006339 unchanged
AGAP006340 AGAP006340 unchanged
AGAP006341 AGAP006341 unchanged
AGAP006342 AGAP006342 unchanged
AGAP006343 AGAP006343 unchanged
AGAP006344 AGAP006344 unchanged
AGAP006345 AGAP006345 unchanged
AGAP006346 AGAP006346 unchanged
AGAP006347 AGAP006347 unchanged
AGAP006348 AGAP006348 unchanged
AGAP006349 AGAP006349 unchanged
AGAP006350 AGAP006350 unchanged
AGAP006351 AGAP006351 unchanged
AGAP006352 AGAP006352 unchanged
AGAP006353 AGAP006353 unchanged
AGAP006354 AGAP006354 unchanged
AGAP006355 AGAP006355 unchanged
AGAP006356 AGAP006356 unchanged
AGAP006357 AGAP006357 unchanged
AGAP006358 AGAP006358 unchanged
AGAP006359 AGAP006359 unchanged
AGAP006360 AGAP006360 unchanged
AGAP006361 AGAP006361 unchanged
AGAP006362 AGAP006362 unchanged
AGAP006363 AGAP006363 unchanged
AGAP006364 AGAP006364 changed
AGAP006365 AGAP006365 unchanged
AGAP006366 AGAP006366 unchanged
AGAP006367 AGAP006367 unchanged
AGAP006368 AGAP006368 unchanged
AGAP006369 AGAP006369 unchanged
AGAP006370 AGAP006370 unchanged
AGAP006371 AGAP006371 unchanged
AGAP006372 AGAP006372 unchanged
AGAP006373 AGAP006373 unchanged
AGAP006374 AGAP006374 unchanged
AGAP006375 AGAP006375 unchanged
AGAP006376 AGAP006376 unchanged
AGAP006377 AGAP006377 unchanged
AGAP006378 AGAP006378 unchanged
AGAP006379 AGAP006379 unchanged
AGAP006380 AGAP006380 unchanged
AGAP006381 AGAP006381 unchanged
AGAP006382 AGAP006382 unchanged
AGAP006383 AGAP006383 unchanged
AGAP006384 AGAP006384 unchanged
AGAP006385 AGAP006385 unchanged
AGAP006386 AGAP006386 unchanged
AGAP006387 AGAP006387 unchanged
AGAP006388 AGAP006388 unchanged
AGAP006389 AGAP006389 unchanged
AGAP006390 AGAP006390 unchanged
AGAP006391 AGAP006391 unchanged
AGAP006392 AGAP006392 unchanged
AGAP006393 AGAP006393 unchanged
AGAP006394 AGAP006394 unchanged
AGAP006395 AGAP006395 unchanged
AGAP006396 AGAP006396 unchanged
AGAP006397 NULL deleted
AGAP006398 AGAP006398 unchanged
AGAP006399 AGAP006399 unchanged
AGAP006400 AGAP006400 unchanged
AGAP006401 AGAP006401 unchanged
AGAP006402 AGAP006402 unchanged
AGAP006403 AGAP006403 unchanged
AGAP006404 AGAP006404 unchanged
AGAP006405 AGAP006405 changed
AGAP006406 AGAP006406 unchanged
AGAP006407 AGAP006407 unchanged
AGAP006408 AGAP006408 unchanged
AGAP006409 AGAP006409 unchanged
AGAP006410 AGAP006410 unchanged
AGAP006411 AGAP006411 unchanged
AGAP006412 AGAP006412 unchanged
AGAP006413 AGAP006413 unchanged
AGAP006414 AGAP006414 unchanged
AGAP006415 AGAP006415 unchanged
AGAP006416 AGAP006416 changed
AGAP006417 AGAP006417 unchanged
AGAP006418 AGAP006418 unchanged
AGAP006419 AGAP006419 unchanged
AGAP006420 AGAP006420 unchanged
AGAP006421 AGAP006421 unchanged
AGAP006422 AGAP006422 unchanged
AGAP006423 AGAP006423 unchanged
AGAP006424 AGAP006424 unchanged
AGAP006425 AGAP006425 unchanged
AGAP006426 AGAP006426 unchanged
AGAP006427 AGAP006427 unchanged
AGAP006428 AGAP006428 unchanged
AGAP006429 NULL deleted
AGAP006430 AGAP006430 changed
AGAP006431 AGAP006431 unchanged
AGAP006432 AGAP006432 unchanged
AGAP006433 AGAP006433 unchanged
AGAP006434 AGAP006434 unchanged
AGAP006435 AGAP006435 unchanged
AGAP006436 AGAP006436 unchanged
AGAP006437 AGAP006437 unchanged
AGAP006438 AGAP006438 unchanged
AGAP006439 AGAP006439 unchanged
AGAP006440 AGAP006440 unchanged
AGAP006441 AGAP006441 unchanged
AGAP006442 AGAP006442 unchanged
AGAP006443 AGAP006443 unchanged
AGAP006444 AGAP006444 unchanged
AGAP006445 AGAP006445 unchanged
AGAP006446 AGAP006446 unchanged
AGAP006447 AGAP006447 unchanged
AGAP006448 AGAP006448 changed
AGAP006449 AGAP006449 unchanged
AGAP006450 AGAP006450 unchanged
AGAP006451 AGAP006451 unchanged
AGAP006452 AGAP006452 unchanged
AGAP006453 AGAP006453 unchanged
AGAP006454 AGAP006454 unchanged
AGAP006455 AGAP006455 unchanged
AGAP006456 AGAP006456 unchanged
AGAP006457 AGAP006457 unchanged
AGAP006458 AGAP006458 unchanged
AGAP006459 AGAP006459 unchanged
AGAP006460 AGAP006460 unchanged
AGAP006461 AGAP006461 unchanged
AGAP006462 AGAP006462 unchanged
AGAP006463 AGAP006463 unchanged
AGAP006464 AGAP006464 unchanged
AGAP006465 AGAP006465 unchanged
AGAP006466 AGAP006466 unchanged
AGAP006467 AGAP006467 unchanged
AGAP006468 AGAP006468 unchanged
AGAP006469 AGAP006469 unchanged
AGAP006470 AGAP006470 unchanged
AGAP006471 AGAP006471 changed
AGAP006472 AGAP006472 unchanged
AGAP006473 AGAP006473 unchanged
AGAP006474 AGAP006474 unchanged
AGAP006475 AGAP006475 unchanged
AGAP006476 AGAP006476 unchanged
AGAP006477 AGAP006477 unchanged
AGAP006478 AGAP006478 unchanged
AGAP006479 AGAP006479 unchanged
AGAP006480 AGAP006480 unchanged
AGAP006481 AGAP006481 unchanged
AGAP006482 AGAP006482 unchanged
AGAP006483 AGAP006483 changed
AGAP006484 AGAP006484 unchanged
AGAP006485 AGAP006485 unchanged
AGAP006486 AGAP006486 unchanged
AGAP006487 AGAP006487 unchanged
AGAP006488 AGAP006488 unchanged
AGAP006489 AGAP006489 unchanged
AGAP006490 AGAP006490 unchanged
AGAP006491 NULL deleted
AGAP006492 NULL deleted
AGAP006493 AGAP006493 unchanged
AGAP006494 AGAP006494 unchanged
AGAP006495 AGAP006495 unchanged
AGAP006496 AGAP006496 unchanged
AGAP006497 AGAP006497 changed
AGAP006498 AGAP006498 unchanged
AGAP006499 AGAP006499 unchanged
AGAP006500 AGAP006500 unchanged
AGAP006501 AGAP006501 unchanged
AGAP006502 AGAP006502 unchanged
AGAP006503 AGAP006503 unchanged
AGAP006504 AGAP006504 unchanged
AGAP006505 AGAP006505 unchanged
AGAP006506 AGAP006506 unchanged
AGAP006507 AGAP006507 unchanged
AGAP006508 AGAP006508 unchanged
AGAP006509 AGAP006509 unchanged
AGAP006510 AGAP006510 unchanged
AGAP006511 AGAP006511 unchanged
AGAP006512 AGAP006512 unchanged
AGAP006513 AGAP006513 unchanged
AGAP006514 AGAP006514 unchanged
AGAP006515 AGAP006515 unchanged
AGAP006516 AGAP006516 unchanged
AGAP006517 AGAP006517 unchanged
AGAP006518 AGAP006518 unchanged
AGAP006519 AGAP006519 unchanged
AGAP006520 AGAP006520 unchanged
AGAP006521 AGAP006521 unchanged
AGAP006522 AGAP006522 unchanged
AGAP006523 AGAP006523 unchanged
AGAP006524 AGAP006524 unchanged
AGAP006525 AGAP006525 unchanged
AGAP006526 AGAP006526 unchanged
AGAP006527 AGAP006527 unchanged
AGAP006528 AGAP006528 unchanged
AGAP006529 AGAP006529 changed
AGAP006530 AGAP006530 unchanged
AGAP006531 AGAP006531 unchanged
AGAP006532 AGAP006532 unchanged
AGAP006533 AGAP006533 unchanged
AGAP006534 AGAP006534 unchanged
AGAP006535 AGAP006535 unchanged
AGAP006536 AGAP006536 unchanged
AGAP006537 AGAP006537 unchanged
AGAP006538 AGAP006538 unchanged
AGAP006539 AGAP006539 unchanged
AGAP006540 AGAP006540 unchanged
AGAP006541 AGAP006541 unchanged
AGAP006542 AGAP006542 unchanged
AGAP006543 AGAP006543 unchanged
AGAP006544 AGAP006544 unchanged
AGAP006545 AGAP006545 unchanged
AGAP006546 AGAP006546 unchanged
AGAP006547 AGAP006547 unchanged
AGAP006548 AGAP006548 unchanged
AGAP006549 AGAP006549 unchanged
AGAP006550 AGAP006550 unchanged
AGAP006551 AGAP006551 unchanged
AGAP006552 AGAP006552 unchanged
AGAP006553 AGAP006553 unchanged
AGAP006554 AGAP006554 unchanged
AGAP006555 AGAP006555 unchanged
AGAP006556 AGAP006556 unchanged
AGAP006557 AGAP006557 unchanged
AGAP006558 AGAP006558 unchanged
AGAP006559 AGAP006559 unchanged
AGAP006560 AGAP006560 unchanged
AGAP006561 AGAP006561 unchanged
AGAP006562 AGAP006562 unchanged
AGAP006563 AGAP006563 unchanged
AGAP006564 AGAP006564 unchanged
AGAP006565 AGAP006565 unchanged
AGAP006566 AGAP006566 unchanged
AGAP006567 AGAP006567 unchanged
AGAP006568 AGAP006568 unchanged
AGAP006569 AGAP006569 unchanged
AGAP006570 AGAP006570 unchanged
AGAP006571 AGAP006571 unchanged
AGAP006572 AGAP006572 unchanged
AGAP006573 AGAP006573 unchanged
AGAP006574 AGAP006574 unchanged
AGAP006575 AGAP006575 unchanged
AGAP006576 AGAP006576 unchanged
AGAP006577 AGAP006577 unchanged
AGAP006578 AGAP006578 unchanged
AGAP006579 AGAP006579 changed
AGAP006580 AGAP006580 unchanged
AGAP006581 AGAP006581 unchanged
AGAP006582 AGAP006582 unchanged
AGAP006583 AGAP006583 unchanged
AGAP006584 AGAP006584 unchanged
AGAP006585 AGAP006585 unchanged
AGAP006586 AGAP006586 unchanged
AGAP006587 AGAP006587 unchanged
AGAP006588 AGAP006588 unchanged
AGAP006589 AGAP006589 unchanged
AGAP006590 AGAP006590 unchanged
AGAP006591 AGAP006591 unchanged
AGAP006592 AGAP006592 unchanged
AGAP006593 AGAP006593 unchanged
AGAP006594 AGAP006594 unchanged
AGAP006595 AGAP006595 unchanged
AGAP006596 AGAP006596 unchanged
AGAP006597 AGAP006597 unchanged
AGAP006598 AGAP006598 unchanged
AGAP006599 AGAP006599 unchanged
AGAP006600 AGAP006600 unchanged
AGAP006601 AGAP006601 unchanged
AGAP006602 AGAP006602 unchanged
AGAP006603 AGAP006603 unchanged
AGAP006604 AGAP006604 unchanged
AGAP006605 AGAP006605 unchanged
AGAP006606 AGAP006606 unchanged
AGAP006607 AGAP006607 unchanged
AGAP006608 AGAP006608 unchanged
AGAP006609 AGAP006609 unchanged
AGAP006610 AGAP006610 unchanged
AGAP006611 AGAP006611 unchanged
AGAP006612 AGAP006612 unchanged
AGAP006613 AGAP006613 unchanged
AGAP006614 AGAP006614 unchanged
AGAP006615 AGAP006615 unchanged
AGAP006616 AGAP006616 unchanged
AGAP006617 AGAP006617 unchanged
AGAP006618 AGAP006618 unchanged
AGAP006619 AGAP006619 unchanged
AGAP006620 AGAP006620 unchanged
AGAP006621 AGAP006621 unchanged
AGAP006622 AGAP006622 unchanged
AGAP006623 AGAP006623 unchanged
AGAP006624 AGAP006624 unchanged
AGAP006625 AGAP006625 unchanged
AGAP006626 AGAP006626 unchanged
AGAP006627 AGAP006627 unchanged
AGAP006628 NULL deleted
AGAP006629 AGAP006629 unchanged
AGAP006630 AGAP006630 unchanged
AGAP006631 AGAP006631 changed
AGAP006632 AGAP006632 unchanged
AGAP006633 AGAP006633 unchanged
AGAP006634 AGAP006634 unchanged
AGAP006635 AGAP006635 unchanged
AGAP006636 AGAP006636 unchanged
AGAP006637 AGAP006637 unchanged
AGAP006638 AGAP006638 unchanged
AGAP006639 AGAP006639 unchanged
AGAP006640 NULL deleted
AGAP006641 AGAP006641 unchanged
AGAP006642 AGAP006642 unchanged
AGAP006643 AGAP006643 unchanged
AGAP006644 AGAP006644 unchanged
AGAP006645 AGAP006645 unchanged
AGAP006646 AGAP006646 unchanged
AGAP006647 AGAP006647 unchanged
AGAP006648 AGAP006648 unchanged
AGAP006649 AGAP006649 unchanged
AGAP006650 AGAP006650 unchanged
AGAP006651 AGAP006651 unchanged
AGAP006652 AGAP006652 unchanged
AGAP006653 AGAP006653 unchanged
AGAP006654 AGAP006654 unchanged
AGAP006655 AGAP006655 unchanged
AGAP006656 AGAP006656 changed
AGAP006657 AGAP006657 unchanged
AGAP006658 AGAP006658 unchanged
AGAP006659 AGAP006659 unchanged
AGAP006660 AGAP006660 unchanged
AGAP006661 AGAP006661 unchanged
AGAP006662 AGAP006662 unchanged
AGAP006663 AGAP006663 unchanged
AGAP006664 AGAP006664 unchanged
AGAP006665 AGAP006665 unchanged
AGAP006666 AGAP006666 unchanged
AGAP006667 AGAP006667 unchanged
AGAP006668 AGAP006668 unchanged
AGAP006669 AGAP006669 unchanged
AGAP006670 AGAP006670 unchanged
AGAP006671 AGAP006671 unchanged
AGAP006672 AGAP006672 unchanged
AGAP006673 AGAP006673 unchanged
AGAP006674 AGAP006674 unchanged
AGAP006675 AGAP006675 unchanged
AGAP006676 AGAP006676 unchanged
AGAP006677 AGAP006677 unchanged
AGAP006678 AGAP006678 unchanged
AGAP006679 NULL deleted
AGAP006680 AGAP006680 unchanged
AGAP006681 AGAP006681 unchanged
AGAP006682 AGAP006682 unchanged
AGAP006683 AGAP006683 unchanged
AGAP006684 AGAP006684 unchanged
AGAP006685 AGAP006685 unchanged
AGAP006686 AGAP006686 unchanged
AGAP006687 AGAP006687 unchanged
AGAP006688 AGAP006688 unchanged
AGAP006689 AGAP006689 unchanged
AGAP006690 AGAP006690 unchanged
AGAP006691 AGAP006691 unchanged
AGAP006692 AGAP006692 unchanged
AGAP006693 AGAP006693 unchanged
AGAP006694 AGAP006694 unchanged
AGAP006695 AGAP006695 unchanged
AGAP006696 AGAP006696 unchanged
AGAP006697 AGAP006697 unchanged
AGAP006698 AGAP006698 unchanged
AGAP006699 AGAP006699 unchanged
AGAP006700 AGAP006700 unchanged
AGAP006701 AGAP006701 unchanged
AGAP006702 AGAP006702 unchanged
AGAP006703 AGAP006703 unchanged
AGAP006704 AGAP006704 unchanged
AGAP006705 AGAP006705 unchanged
AGAP006706 AGAP006706 unchanged
AGAP006707 AGAP006707 unchanged
AGAP006708 AGAP006708 unchanged
AGAP006709 AGAP006709 unchanged
AGAP006710 AGAP006710 unchanged
AGAP006711 AGAP006711 unchanged
AGAP006712 AGAP006712 unchanged
AGAP006713 AGAP006713 unchanged
AGAP006714 AGAP006714 unchanged
AGAP006715 AGAP006715 unchanged
AGAP006716 AGAP006716 unchanged
AGAP006717 AGAP006717 unchanged
AGAP006718 AGAP006718 unchanged
AGAP006719 AGAP006719 unchanged
AGAP006720 AGAP006720 unchanged
AGAP006721 AGAP006721 unchanged
AGAP006722 AGAP006722 unchanged
AGAP006723 AGAP006723 unchanged
AGAP006724 AGAP006724 unchanged
AGAP006725 AGAP006725 unchanged
AGAP006726 AGAP006726 unchanged
AGAP006727 AGAP006727 unchanged
AGAP006728 AGAP006728 unchanged
AGAP006729 AGAP006729 unchanged
AGAP006730 AGAP006730 unchanged
AGAP006731 AGAP006731 unchanged
AGAP006732 AGAP006732 unchanged
AGAP006733 AGAP006733 unchanged
AGAP006734 AGAP006734 unchanged
AGAP006735 AGAP006735 unchanged
AGAP006736 AGAP006736 unchanged
AGAP006737 AGAP006737 unchanged
AGAP006738 AGAP006738 unchanged
AGAP006739 AGAP006739 unchanged
AGAP006740 AGAP006740 unchanged
AGAP006741 AGAP006741 changed
AGAP006742 NULL deleted
AGAP006743 AGAP006743 unchanged
AGAP006744 AGAP006744 unchanged
AGAP006745 AGAP006745 unchanged
AGAP006746 AGAP006746 unchanged
AGAP006747 AGAP006747 unchanged
AGAP006748 AGAP006748 unchanged
AGAP006749 AGAP006749 unchanged
AGAP006750 AGAP006750 unchanged
AGAP006754 AGAP006754 unchanged
AGAP006755 AGAP006755 unchanged
AGAP006756 AGAP006756 unchanged
AGAP006757 AGAP006757 unchanged
AGAP006758 AGAP006758 unchanged
AGAP006759 AGAP006759 unchanged
AGAP006760 AGAP006760 unchanged
AGAP006761 AGAP006761 unchanged
AGAP006762 AGAP006762 unchanged
AGAP006763 AGAP006763 unchanged
AGAP006764 AGAP006764 unchanged
AGAP006765 AGAP006765 unchanged
AGAP006766 AGAP006766 unchanged
AGAP006767 AGAP006767 unchanged
AGAP006768 AGAP006768 unchanged
AGAP006769 AGAP006769 unchanged
AGAP006770 AGAP006770 unchanged
AGAP006771 AGAP006771 unchanged
AGAP006772 AGAP006772 unchanged
AGAP006773 AGAP006773 unchanged
AGAP006774 AGAP006774 unchanged
AGAP006775 AGAP006775 unchanged
AGAP006776 AGAP006776 unchanged
AGAP006777 AGAP006777 unchanged
AGAP006778 AGAP006778 unchanged
AGAP006779 AGAP006779 unchanged
AGAP006780 AGAP006780 unchanged
AGAP006781 AGAP006781 unchanged
AGAP006782 AGAP006782 unchanged
AGAP006783 AGAP006783 unchanged
AGAP006784 AGAP006784 unchanged
AGAP006785 AGAP006785 unchanged
AGAP006786 AGAP006786 unchanged
AGAP006787 AGAP006787 unchanged
AGAP006788 AGAP006788 unchanged
AGAP006789 AGAP006789 unchanged
AGAP006790 AGAP006790 unchanged
AGAP006791 AGAP006791 unchanged
AGAP006792 AGAP006792 unchanged
AGAP006793 AGAP006793 unchanged
AGAP006794 AGAP006794 unchanged
AGAP006795 AGAP006795 unchanged
AGAP006796 AGAP006796 unchanged
AGAP006797 AGAP006797 unchanged
AGAP006798 AGAP006798 unchanged
AGAP006799 AGAP006799 unchanged
AGAP006800 AGAP006800 unchanged
AGAP006801 AGAP006801 unchanged
AGAP006802 AGAP006802 unchanged
AGAP006803 AGAP006803 unchanged
AGAP006804 AGAP006804 unchanged
AGAP006805 AGAP006805 unchanged
AGAP006806 AGAP006806 unchanged
AGAP006807 AGAP006807 unchanged
AGAP006808 AGAP006808 unchanged
AGAP006809 AGAP006809 unchanged
AGAP006810 AGAP006810 unchanged
AGAP006811 AGAP006811 unchanged
AGAP006812 AGAP006812 unchanged
AGAP006813 AGAP006813 unchanged
AGAP006814 AGAP006814 unchanged
AGAP006815 AGAP006815 unchanged
AGAP006816 NULL deleted
AGAP006817 AGAP006817 unchanged
AGAP006818 AGAP006818 unchanged
AGAP006819 AGAP006819 unchanged
AGAP006820 AGAP006820 unchanged
AGAP006821 AGAP006821 unchanged
AGAP006822 AGAP006822 unchanged
AGAP006823 AGAP006823 unchanged
AGAP006824 AGAP006824 unchanged
AGAP006825 AGAP006825 unchanged
AGAP006826 AGAP006826 unchanged
AGAP006827 AGAP006827 unchanged
AGAP006828 AGAP006828 unchanged
AGAP006829 AGAP006829 unchanged
AGAP006830 AGAP006830 unchanged
AGAP006831 AGAP006831 unchanged
AGAP006832 AGAP006832 unchanged
AGAP006833 AGAP006833 unchanged
AGAP006834 AGAP006834 unchanged
AGAP006835 AGAP006835 unchanged
AGAP006836 AGAP006836 unchanged
AGAP006837 AGAP006837 unchanged
AGAP006838 AGAP006838 unchanged
AGAP006839 AGAP006839 unchanged
AGAP006840 AGAP006840 unchanged
AGAP006841 AGAP006841 unchanged
AGAP006842 AGAP006842 unchanged
AGAP006843 AGAP006843 unchanged
AGAP006844 AGAP006844 unchanged
AGAP006845 AGAP006845 unchanged
AGAP006846 AGAP006846 unchanged
AGAP006847 AGAP006847 unchanged
AGAP006848 AGAP006848 unchanged
AGAP006849 AGAP006849 unchanged
AGAP006850 AGAP006850 unchanged
AGAP006851 AGAP006851 unchanged
AGAP006852 AGAP006852 unchanged
AGAP006853 AGAP006853 unchanged
AGAP006854 AGAP006854 unchanged
AGAP006855 AGAP006855 unchanged
AGAP006856 AGAP006856 unchanged
AGAP006857 AGAP006857 unchanged
AGAP006858 AGAP006858 unchanged
AGAP006859 AGAP006859 unchanged
AGAP006860 AGAP006860 unchanged
AGAP006861 AGAP006861 unchanged
AGAP006862 AGAP006862 unchanged
AGAP006863 AGAP006863 unchanged
AGAP006864 AGAP006864 unchanged
AGAP006865 AGAP006865 unchanged
AGAP006866 AGAP006866 unchanged
AGAP006867 AGAP006867 unchanged
AGAP006868 AGAP006868 unchanged
AGAP006869 AGAP006869 unchanged
AGAP006870 AGAP006870 unchanged
AGAP006871 AGAP006871 unchanged
AGAP006872 AGAP006872 unchanged
AGAP006873 AGAP006873 unchanged
AGAP006874 AGAP006874 unchanged
AGAP006875 AGAP006875 unchanged
AGAP006876 AGAP006876 unchanged
AGAP006877 AGAP006877 unchanged
AGAP006878 AGAP006878 unchanged
AGAP006879 AGAP006879 unchanged
AGAP006880 AGAP006880 unchanged
AGAP006881 AGAP006881 unchanged
AGAP006882 AGAP006882 unchanged
AGAP006883 AGAP006883 unchanged
AGAP006884 AGAP006884 unchanged
AGAP006885 AGAP006885 unchanged
AGAP006886 AGAP006886 unchanged
AGAP006887 AGAP006887 unchanged
AGAP006888 AGAP006888 unchanged
AGAP006889 AGAP006889 unchanged
AGAP006890 AGAP006890 unchanged
AGAP006891 AGAP006891 unchanged
AGAP006892 AGAP006892 unchanged
AGAP006893 AGAP006893 unchanged
AGAP006894 AGAP006894 unchanged
AGAP006895 AGAP006895 unchanged
AGAP006896 AGAP006896 unchanged
AGAP006897 AGAP006897 unchanged
AGAP006898 AGAP006898 unchanged
AGAP006899 AGAP006899 unchanged
AGAP006900 AGAP006900 unchanged
AGAP006901 AGAP006901 unchanged
AGAP006902 AGAP006902 unchanged
AGAP006903 AGAP006903 unchanged
AGAP006904 AGAP006904 unchanged
AGAP006905 AGAP006905 unchanged
AGAP006906 AGAP006906 unchanged
AGAP006907 AGAP006907 unchanged
AGAP006908 AGAP006908 unchanged
AGAP006909 AGAP006909 unchanged
AGAP006910 AGAP006910 unchanged
AGAP006911 AGAP006911 unchanged
AGAP006912 NULL deleted
AGAP006913 AGAP006913 unchanged
AGAP006914 AGAP006914 unchanged
AGAP006915 AGAP006915 unchanged
AGAP006916 AGAP006916 unchanged
AGAP006917 AGAP006917 unchanged
AGAP006918 AGAP006918 unchanged
AGAP006919 NULL deleted
AGAP006920 AGAP006920 unchanged
AGAP006921 AGAP006921 unchanged
AGAP006922 AGAP006922 unchanged
AGAP006923 AGAP006923 unchanged
AGAP006924 AGAP006924 unchanged
AGAP006925 AGAP006925 unchanged
AGAP006926 AGAP006926 unchanged
AGAP006927 AGAP006927 unchanged
AGAP006928 AGAP006928 unchanged
AGAP006929 AGAP006929 unchanged
AGAP006930 AGAP006930 unchanged
AGAP006931 AGAP006931 unchanged
AGAP006932 AGAP006932 unchanged
AGAP006933 AGAP006933 unchanged
AGAP006934 AGAP006934 unchanged
AGAP006935 AGAP006935 unchanged
AGAP006936 AGAP006936 unchanged
AGAP006937 AGAP006937 unchanged
AGAP006938 AGAP006938 unchanged
AGAP006939 AGAP006939 changed
AGAP006940 AGAP006940 unchanged
AGAP006941 AGAP006941 unchanged
AGAP006942 AGAP006942 unchanged
AGAP006943 AGAP006943 unchanged
AGAP006944 AGAP006944 unchanged
