CPIJ801599	supercont3.1666:44514-46540 (+) 	CPIJ019404
CPIJ802192	supercont3.68:766500-767051 (+) 	CPIJ004367 
CPIJ802198	supercont3.68:767791-768169 (-)  	NEW
CPIJ802191	supercont3.68:786858-795397 (+) 	CPIJ004369 
CPIJ802196	supercont3.68:795800-799170 (-) 	CPIJ004370 
CPIJ802195	supercont3.68:803614-831554 (-)  	CPIJ004371
CPIJ802199	supercont3.68:838588-839631 (-)  	CPIJ004372
CPIJ802193	supercont3.68:840375-841992 (+) 	CPIJ004373
CPIJ802194	supercont3.68:946488-947390 (+)  	CPIJ004377
CPIJ802204	supercont3.68:981779-983361 (-)  	CPIJ004378
CPIJ802203	supercont3.68:984859-985961 (-)  	CPIJ004379
CPIJ802202	supercont3.68:987097-988094 (-)  	CPIJ004380
CPIJ802201	supercont3.68:988832-990144 (-)  	CPIJ004381
CPIJ802200	supercont3.68:990701-996069 (-)  	CPIJ004382
CPIJ802206	supercont3.68:1007647-1009283 (+)  	CPIJ004383
CPIJ802205	supercont3.68:1022366-1027204 (+)  	CPIJ004384
CPIJ800220	supercont3.484:62679-64355 (-)  	CPIJ012640
CPIJ801446	supercont3.11:270203-281507 (+)  	CPIJ000943
CPIJ801447	supercont3.11:319188-327832 (+)  	CPIJ000944
CPIJ801448	supercont3.11:398522-403007 (+)  	CPIJ000945
CPIJ801449	supercont3.11:408673-435780 (-)  	CPIJ000946
CPIJ801450	supercont3.11:473695-477730 (-)  	CPIJ000947
CPIJ801451	supercont3.11:483101-485050 (-)  	CPIJ000948
CPIJ801452	supercont3.11:1143518-1145196 (+)  	CPIJ000975
CPIJ801454	supercont3.11:1281632-1282191 (-)  	CPIJ000979
CPIJ802511	supercont3.11:1381415-1383041 (+)  	CPIJ000986
CPIJ800170	supercont3.11:1500386-1502106 (-)  	CPIJ000989
CPIJ802315	supercont3.780:4900-5532 (-)    	CPIJ016646
CPIJ802308	supercont3.780:7735-14578 (+)   	CPIJ016647
CPIJ802316	supercont3.780:20384-21012 (-)  	CPIJ016648
CPIJ802309	supercont3.780:34036-35494 (+)  	CPIJ016649
CPIJ802317	supercont3.780:39855-40205 (-)  	CPIJ016650
CPIJ802310	supercont3.780:46435-50848 (+)  	CPIJ016651
CPIJ802311	supercont3.780:51049-57800 (-)  	CPIJ016652
CPIJ802299	supercont3.780:66515-67808 (+)  	CPIJ016653
CPIJ802300	supercont3.780:74940-76025 (+)  	CPIJ016654
CPIJ802301	supercont3.780:102302-103448 (+)  	CPIJ016655
CPIJ802302	supercont3.780:109123-115814 (+) 	CPIJ016657
CPIJ802303	supercont3.780:126494-128504 (+)  	CPIJ016658
CPIJ802312	supercont3.780:128876-129917 (-)  	CPIJ016659
CPIJ802304	supercont3.780:136126-143077 (+) 	CPIJ016660
CPIJ802305	supercont3.780:156520-158183 (+)  	CPIJ016662
CPIJ802313	supercont3.780:160368-168308 (-)  	CPIJ016663
CPIJ802306	supercont3.780:172656-175044 (+)  	CPIJ016664
CPIJ802314	supercont3.780:176985-178146 (-)  	CPIJ016665
CPIJ802307	supercont3.780:187336-193443 (+)  	CPIJ016666
CPIJ801588	supercont3.165:245385-246906 (-)  	CPIJ008074
CPIJ801591	supercont3.165:267153-268524 (-)  	CPIJ008075
CPIJ801589	supercont3.165:272355-289837 (+)  	CPIJ008077
CPIJ801590	supercont3.165:301994-347378 (-)  	CPIJ008078
CPIJ801597	supercont3.165:541004-542479 (+)  	CPIJ008079
CPIJ801594	supercont3.165:689414-690515 (+)  	CPIJ008085
CPIJ801595	supercont3.165:691750-693289 (+)  	CPIJ008086
CPIJ801598	supercont3.165:701264-706494 (-)  	CPIJ008087
CPIJ801596	supercont3.165:712034-713700 (+)  	CPIJ008088
CPIJ800046	supercont3.7:125353-126870 (-)  	CPIJ000554
CPIJ802514	supercont3.7:1869107-1870472 (+)  	NEW
CPIJ800242	supercont3.7:2093429-2095392 (-)  	CPIJ000655
CPIJ800054	supercont3.105:701261-702739 (+)  	NEW
CPIJ800055	supercont3.105:704096-705435 (+) 	CPIJ005475
CPIJ800056	supercont3.105:707540-708851 (+)  	NEW
CPIJ800095	supercont3.183:237817-238659 (+)  	CPIJ008161
CPIJ801761	supercont3.28:90149-91678 (-)   	CPIJ001464
CPIJ801760	supercont3.28:145298-159759 (-)  	CPIJ001465
CPIJ801759	supercont3.28:173083-224003 (-)  	CPIJ001466
CPIJ801762	supercont3.28:295068-410483 (-)  	CPIJ001467
CPIJ801763	supercont3.28:410802-411408 (-)  	CPIJ001468
CPIJ801771	supercont3.28:501088-501688 (-)  	CPIJ001481
CPIJ801764	supercont3.28:502169-521386 (+)  	CPIJ001482
CPIJ801770	supercont3.28:587140-588969 (-)  	CPIJ001483
CPIJ801765	supercont3.28:601525-608878 (+)  	CPIJ001484
CPIJ801769	supercont3.28:611292-614158 (-)  	CPIJ001485
CPIJ801768	supercont3.28:615342-615545 (+)  	CPIJ001486
CPIJ801767	supercont3.28:618326-619019 (+)  	CPIJ001487
CPIJ801773	supercont3.28:624077-624988 (-)  	CPIJ001488
CPIJ801772	supercont3.28:633154-633850 (-)  	CPIJ001489
CPIJ801766	supercont3.28:638921-641946 (+)  	CPIJ001490
CPIJ801784	supercont3.28:841816-850658 (-)  	CPIJ001493
CPIJ801779	supercont3.28:863286-879510 (+)  	CPIJ001494
CPIJ801783	supercont3.28:887008-892240 (-)  	CPIJ001495
CPIJ801780	supercont3.28:902528-903388 (-)  	CPIJ001496
CPIJ801775	supercont3.28:908572-917649 (+) 	CPIJ001497
CPIJ801776	supercont3.28:924737-926689 (+)  	CPIJ001498
CPIJ801781	supercont3.28:933531-934617 (-)  	CPIJ001499
CPIJ801782	supercont3.28:946785-948303 (-)  	CPIJ001500
CPIJ801777	supercont3.28:950677-954328 (+)  	CPIJ001501
CPIJ801778	supercont3.28:955196-960104 (+)  	CPIJ001502
CPIJ801442	supercont3.1173:1568-23937 (-)  	CPIJ018450
CPIJ801436	supercont3.1173:42505-55587 (+)  	CPIJ018451
CPIJ801441	supercont3.1173:62846-64140 (-)  	CPIJ018452
CPIJ801440	supercont3.1173:67341-75150 (-)  	CPIJ018453
CPIJ801439	supercont3.1173:80964-91558 (-)  	CPIJ018454
CPIJ801437	supercont3.1173:95922-96617 (+)  	CPIJ018455
CPIJ801438	supercont3.1173:98784-101231 (-)  	CPIJ018456
CPIJ801444	supercont3.1199:9104-11504 (+)  	CPIJ018377
CPIJ801443	supercont3.1199:45047-87163 (+)  	CPIJ018379
CPIJ801445	supercont3.1199:94472-96933 (-)  	CPIJ018380
CPIJ802598	supercont3.274:260802-262034 (+)  	NEW
CPIJ801898	supercont3.340:9948-11099 (-)   	CPIJ011521
CPIJ801884	supercont3.340:18021-19872 (+)  	CPIJ011522
CPIJ801885	supercont3.340:73637-75620 (+)  	CPIJ011523
CPIJ801897	supercont3.340:105335-106384 (-)  	CPIJ011524
CPIJ801896	supercont3.340:108654-113811 (-)  	CPIJ011525
CPIJ801886	supercont3.340:119332-126919 (+)  	CPIJ011526
CPIJ801895	supercont3.340:127023-132746 (-)  	CPIJ011527
CPIJ801887	supercont3.340:133362-138316 (+)  	CPIJ011528
CPIJ801888	supercont3.340:138391-138882 (+)  	CPIJ011529
CPIJ801894	supercont3.340:138946-142786 (-)  	CPIJ011530
CPIJ801893	supercont3.340:144148-149644 (-)  	CPIJ011531
CPIJ801889	supercont3.340:162359-168275 (+)  	CPIJ011532
CPIJ801890	supercont3.340:173752-178334 (+)  	CPIJ011533
CPIJ801891	supercont3.340:184624-186639 (+)  	CPIJ011534
CPIJ801899	supercont3.340:190657-191317 (-)  	CPIJ011535
CPIJ801900	supercont3.340:195757-204831 (-)  	CPIJ011536
CPIJ801892	supercont3.340:217181-219704 (+) 	CPIJ011537
CPIJ801901	supercont3.340:225341-233435 (-)  	CPIJ011538
CPIJ801883	supercont3.340:240548-264077 (-)  	CPIJ011539
CPIJ801916	supercont3.340:306008-307036 (-)  	CPIJ011540
CPIJ801902	supercont3.340:315183-321530 (+) 	CPIJ011541
CPIJ801915	supercont3.340:321715-338650 (-)  	CPIJ011542
CPIJ801903	supercont3.340:345501-351242 (+)  	CPIJ011543
CPIJ801914	supercont3.340:351421-355398 (-)  	CPIJ011544
CPIJ801904	supercont3.340:355646-356070 (+)  	CPIJ011545
CPIJ801913	supercont3.340:356250-365573 (-)  	CPIJ011546
CPIJ801912	supercont3.340:370617-373662 (-)  	CPIJ011547
CPIJ801911	supercont3.340:378720-380282 (-)  	NEW
CPIJ801910	supercont3.340:386693-387439 (-)  	NEW
CPIJ801909	supercont3.340:391661-394655 (-)  	CPIJ011548
CPIJ801905	supercont3.340:394800-397720 (+) 	CPIJ011549
CPIJ801908	supercont3.340:399752-409326 (-)  	CPIJ011550
CPIJ801906	supercont3.340:412619-413450 (+)  	CPIJ011551
CPIJ801917	supercont3.340:417096-418823 (-)  	CPIJ011552
CPIJ801907	supercont3.340:421183-423474 (+)  	CPIJ011553
CPIJ801918	supercont3.340:423963-425149 (-)  	CPIJ011554
CPIJ801919	supercont3.340:425536-430043 (-)  	CPIJ011555
CPIJ802560	supercont3.159:579181-580595 (+)  	CPIJ007664
CPIJ802371	supercont3.841:11867-37137 (+)  	CPIJ016571
CPIJ802374	supercont3.841:110879-111512 (+)  	CPIJ016572
CPIJ802375	supercont3.841:116922-118418 (+)  	CPIJ016573
CPIJ802379	supercont3.841:122785-124064 (-)  	CPIJ016574
CPIJ802376	supercont3.841:128076-128940 (+)  	CPIJ016575
CPIJ802380	supercont3.841:133385-134398 (-)  	CPIJ016576
CPIJ802373	supercont3.841:143159-149754 (+)  	CPIJ016577
CPIJ802378	supercont3.841:150331-151842 (-)  	CPIJ016578
CPIJ802372	supercont3.841:152088-152804 (+)  	CPIJ016579
CPIJ802377	supercont3.841:153569-163315 (-)  	CPIJ016580
CPIJ802381	supercont3.841:163765-164412 (-)  	CPIJ016581
CPIJ802287	supercont3.76:18386-26401 (-)   	CPIJ004802
CPIJ802286	supercont3.76:35980-37437 (+)   	CPIJ004803
CPIJ802285	supercont3.76:85252-85840 (+)   	CPIJ004804
CPIJ802284	supercont3.76:137073-141901 (+) 	CPIJ004806
CPIJ802288	supercont3.76:234031-239956 (-)  	CPIJ004807
CPIJ802289	supercont3.76:264394-268606 (+)  	CPIJ004808
CPIJ802290	supercont3.76:272615-292491 (+)  	CPIJ004810
CPIJ802295	supercont3.76:278163-278351 (-)  	NEW
CPIJ802294	supercont3.76:299028-301133 (-)  	CPIJ004811
CPIJ802293	supercont3.76:318203-324850 (-)  	CPIJ004812
CPIJ802291	supercont3.76:379674-392600 (+)  	CPIJ004813
CPIJ802292	supercont3.76:413271-413938 (+)  	CPIJ004814
CPIJ802296	supercont3.76:417128-417872 (-)  	CPIJ004815
CPIJ802297	supercont3.76:423000-425368 (-)  	CPIJ004816
CPIJ800024	supercont3.1541:29805-31153 (-)  	CPIJ019344
CPIJ802391	supercont3.892:21656-23239 (+)  	CPIJ017217
CPIJ802402	supercont3.892:26401-27826 (-)   	CPIJ017218
CPIJ802390	supercont3.892:28353-29177 (+)  	CPIJ017219
CPIJ802389	supercont3.892:35474-37003 (+)  	CPIJ017220
CPIJ802401	supercont3.892:37152-44468 (-)  	CPIJ017221
CPIJ802400	supercont3.892:51489-53227 (-)  	CPIJ017222
CPIJ802388	supercont3.892:53538-55177 (+)  	CPIJ017223
CPIJ802399	supercont3.892:55420-57287 (-)  	CPIJ017224
CPIJ802386	supercont3.892:57609-59451 (+)  	CPIJ017225
CPIJ802398	supercont3.892:59867-61560 (-)  	CPIJ017226 
CPIJ802387	supercont3.892:62219-64009 (+)  	NEW
CPIJ802397	supercont3.892:64104-65610 (-)  	CPIJ017227 
CPIJ802396	supercont3.892:69709-71495 (-)  	CPIJ017228 
CPIJ802395	supercont3.892:73114-74093 (-)  	CPIJ017229 
CPIJ802392	supercont3.892:74579-84574 (+)  	CPIJ017230 
CPIJ802393	supercont3.892:127580-135711 (+)	CPIJ017231 
CPIJ802394	supercont3.892:148787-150105 (+) 	CPIJ017232
CPIJ802403	supercont3.892:158969-165167 (-)  	CPIJ017233
CPIJ800210	supercont3.44:57934-59469 (+)   	CPIJ003361
CPIJ800211	supercont3.44:809017-810539 (-)  	CPIJ003375
CPIJ800212	supercont3.44:811186-812706 (-)  	CPIJ003376
CPIJ800213	supercont3.44:813558-815080 (-)  	CPIJ003377
CPIJ800214	supercont3.44:817965-819487 (+)  	CPIJ003378
CPIJ800215	supercont3.44:962952-964476 (-)  	CPIJ003389
CPIJ800060	supercont3.385:310578-312088 (-)  	NEW
CPIJ802674	supercont3.23:403089-404413 (-)  	NEW
CPIJ801583	supercont3.1603:1903-13286 (+)  	CPIJ019362
CPIJ801584	supercont3.1603:41688-42343 (+) 	CPIJ019364 
CPIJ802493	supercont3.1001:48113-49487 (+) 	CPIJ017599 
CPIJ802681	supercont3.1001:49563-50973 (-) 	CPIJ017600 
CPIJ802494	supercont3.1001:51265-52886 (+) 	CPIJ017601 
CPIJ802495	supercont3.1001:52930-54037 (-) 	CPIJ017602 
CPIJ802651	supercont3.1471:51232-52492 (-) 	CPIJ018931 
CPIJ802582	supercont3.133:148731-150102 (-)	NEW
CPIJ800090	supercont3.133:460447-461667 (-)	CPIJ007007 
CPIJ802504	supercont3.18:433986-435322 (+) 	CPIJ001324 
CPIJ802425	supercont3.92:512642-515088 (-) 	CPIJ005491 
CPIJ802418	supercont3.92:520709-538806 (-) 	CPIJ005492 
CPIJ802410	supercont3.92:570976-571729 (+) 	CPIJ005495 
CPIJ802409	supercont3.92:575602-576233 (+) 	CPIJ005496
CPIJ802411	supercont3.92:685414-686120 (+) 	CPIJ005498  
CPIJ802419	supercont3.92:707422-709524 (-) 	CPIJ005499  
CPIJ802412	supercont3.92:716136-718162 (+) 	CPIJ005500  
CPIJ802423	supercont3.92:718468-720470 (-) 	CPIJ005501  
CPIJ802413	supercont3.92:727982-729945 (+) 	CPIJ005502  
CPIJ802424	supercont3.92:734986-737619 (-) 	CPIJ005503  
CPIJ802414	supercont3.92:745535-747637 (+) 	CPIJ005504  
CPIJ802435	supercont3.92:766144-780692 (-) 	CPIJ005507  
CPIJ802431	supercont3.92:788574-791904 (+) 	CPIJ005508  
CPIJ802430	supercont3.92:827062-829178 (+) 	CPIJ005509  
CPIJ802429	supercont3.92:836907-837674 (+) 	CPIJ005510  
CPIJ802434	supercont3.92:844766-851759 (-) 	CPIJ005511  
CPIJ802428	supercont3.92:889854-905808 (+) 	CPIJ005512  
CPIJ802427	supercont3.92:908436-909218 (+) 	CPIJ005513  
CPIJ802426	supercont3.92:911246-945693 (+) 	CPIJ005514  
CPIJ802432	supercont3.92:946628-947536 (+) 	CPIJ005515  
CPIJ802436	supercont3.92:947691-948615 (-) 	CPIJ005516  
CPIJ801657	supercont3.229:271634-274655 (+)	CPIJ009396  
CPIJ801656	supercont3.229:305594-308766 (+)	CPIJ009397  
CPIJ801661	supercont3.229:352939-375881 (-)	CPIJ028746  
CPIJ801658	supercont3.229:389658-390766 (+)	CPIJ009402  
CPIJ801659	supercont3.229:391501-403154 (+)	CPIJ009403  
CPIJ801662	supercont3.229:403494-411809 (-)	CPIJ009404  
CPIJ801660	supercont3.229:494126-496224 (+)	CPIJ009408  
CPIJ802661	supercont3.1192:37989-39220 (-) 	CPIJ018472  
CPIJ802660	supercont3.1192:42415-43650 (-) 	CPIJ018473  
CPIJ800241	supercont3.289:429163-430794 (-)	CPIJ010203  
CPIJ802556	supercont3.82:467848-469175 (-) 	CPIJ005004  
CPIJ802685	supercont3.82:988595-995094 (-) 	CPIJ005020  
CPIJ800106	supercont3.717:229012-230046 (+)	CPIJ015774  
CPIJ800082	supercont3.717:230372-231136 (+)	NEW
CPIJ800107	supercont3.717:236672-237691 (-)	CPIJ015775  
CPIJ800257	supercont3.257:103306-104905 (-)	CPIJ010075  
CPIJ800049	supercont3.441:1521-2852 (+)    	NEW
CPIJ802529	supercont3.29:1477168-1478698 (-)	CPIJ002213  
CPIJ802480	supercont3.509:133176-134979 (-)	CPIJ013628  
CPIJ800287	supercont3.155:17385-19012 (-)  	CPIJ007085  
CPIJ800289	supercont3.155:25650-27352 (-)  	CPIJ007086  
CPIJ800280	supercont3.155:154110-156159 (-)	CPIJ007089  
CPIJ800281	supercont3.155:161677-163345 (-)	CPIJ007090  
CPIJ800282	supercont3.155:163898-165648 (+)	CPIJ007091  
CPIJ800283	supercont3.155:170032-171754 (-)	CPIJ007092  
CPIJ800284	supercont3.155:175755-177489 (-)	CPIJ007093  
CPIJ800285	supercont3.155:184019-185692 (+)	CPIJ007095  
CPIJ802481	supercont3.110:763725-766735 (-)	CPIJ006267  
CPIJ800083	supercont3.36:446703-447357 (+) 	CPIJ002682  
CPIJ802522	supercont3.36:654189-655629 (+) 	CPIJ002699  
CPIJ801539	supercont3.139:111282-112407 (+)	CPIJ007032  
CPIJ801543	supercont3.139:121564-121922 (-)	CPIJ007033  
CPIJ801542	supercont3.139:124013-125102 (-)	CPIJ007034  
CPIJ801544	supercont3.139:127533-128672 (-)	CPIJ007035  
CPIJ801545	supercont3.139:131218-132308 (-)	CPIJ007036  
CPIJ801546	supercont3.139:243363-244832 (-)	CPIJ007042  
CPIJ801541	supercont3.139:248524-249364 (+)	CPIJ007043  
CPIJ801555	supercont3.139:250907-268562 (+)	CPIJ007044  
CPIJ801554	supercont3.139:274931-288409 (+)	CPIJ007045  
CPIJ801553	supercont3.139:323932-326529 (+)	CPIJ007046  
CPIJ801552	supercont3.139:337628-338615 (+)	CPIJ007047  
CPIJ801559	supercont3.139:349547-359170 (-)	CPIJ007049  
CPIJ801558	supercont3.139:359375-361169 (-)	CPIJ007050  
CPIJ801551	supercont3.139:361372-362123 (+)	CPIJ007051  
CPIJ801557	supercont3.139:362225-363212 (-)	CPIJ007052  
CPIJ801550	supercont3.139:370396-393404 (+)	CPIJ007053  
CPIJ801549	supercont3.139:403770-440035 (+)	CPIJ007054  
CPIJ801548	supercont3.139:450862-465343 (+)	CPIJ007055  
CPIJ801556	supercont3.139:465426-466268 (-)	CPIJ007056  
CPIJ801547	supercont3.139:476875-482377 (+)	CPIJ007057  
CPIJ801569	supercont3.139:597551-598576 (+)	CPIJ007062  
CPIJ801570	supercont3.139:598925-599255 (+)	CPIJ007063  
CPIJ801579	supercont3.139:626242-635184 (-)	CPIJ007066  
CPIJ801567	supercont3.139:656503-657918 (+)	CPIJ007067  
CPIJ801577	supercont3.139:657945-658537 (-)	CPIJ007068  
CPIJ801566	supercont3.139:658792-659526 (+)	CPIJ007069  
CPIJ801565	supercont3.139:665584-667717 (+)	CPIJ007070  
CPIJ801578	supercont3.139:670694-671815 (-)	CPIJ007071  
CPIJ801576	supercont3.139:674534-676289 (-)	CPIJ007072  
CPIJ801575	supercont3.139:681199-682079 (-)	CPIJ007073  
CPIJ801571	supercont3.139:684649-685529 (-)	CPIJ007074  
CPIJ801562	supercont3.139:696783-697460 (+)	CPIJ007076  
CPIJ801572	supercont3.139:697508-698341 (-)	CPIJ007077  
CPIJ801563	supercont3.139:698598-699451 (+)	CPIJ007078  
CPIJ801564	supercont3.139:699862-700686 (+)	CPIJ007079  
CPIJ801573	supercont3.139:706777-707771 (-)	CPIJ007080  
CPIJ801574	supercont3.139:711448-720008 (-)	CPIJ007081  
CPIJ801582	supercont3.139:767869-784464 (-)	CPIJ007082  
CPIJ801581	supercont3.139:822516-823397 (-)	CPIJ007083  
CPIJ802579	supercont3.119:12958-14239 (-)  	CPIJ006084  
CPIJ802594	supercont3.355:241047-242407 (+)	NEW
CPIJ802268	supercont3.72:11213-13566 (-)   	CPIJ004668  
CPIJ802258	supercont3.72:14155-15852 (+)   	CPIJ004669  
CPIJ802259	supercont3.72:17556-17960 (+)   	CPIJ004670  
CPIJ802260	supercont3.72:22422-23335 (+)   	CPIJ004671  
CPIJ802267	supercont3.72:26264-28218 (-)   	CPIJ004672  
CPIJ802266	supercont3.72:30302-31544 (-)   	NEW
CPIJ802261	supercont3.72:32694-34108 (+)   	CPIJ004674  
CPIJ802265	supercont3.72:41260-68459 (-)   	CPIJ004675  
CPIJ802264	supercont3.72:69095-71181 (-)   	CPIJ004677  
CPIJ802263	supercont3.72:76309-90088 (-)   	CPIJ004678  
CPIJ802262	supercont3.72:97087-113454 (-)   	CPIJ004679  
CPIJ802271	supercont3.72:540252-540617 (-)  	CPIJ004686  
CPIJ802272	supercont3.72:545965-546476 (-)  	NEW
CPIJ800015	supercont3.821:1876-4489 (+)    	CPIJ016873  
CPIJ802653	supercont3.1728:11287-12680 (-)  	NEW
CPIJ802061	supercont3.576:171723-188739 (+)	CPIJ014801  
CPIJ802065	supercont3.576:203808-205751 (-)	CPIJ014802  
CPIJ802064	supercont3.576:210712-217122 (-)	CPIJ014803  
CPIJ802062	supercont3.576:263268-266688 (+)	CPIJ014804  
CPIJ802063	supercont3.576:279284-280359 (+)	CPIJ014805  
CPIJ800254	supercont3.163:169564-177889 (+)	CPIJ007188  
CPIJ800233	supercont3.278:332651-334437 (+)	CPIJ010536  
CPIJ800234	supercont3.278:340166-341843 (+)	CPIJ010537  
CPIJ800235	supercont3.278:342101-345156 (+)	CPIJ010538  
CPIJ800225	supercont3.278:347782-349463 (+)	CPIJ010539  
CPIJ800224	supercont3.278:350362-351932 (+)	CPIJ010540  
CPIJ800226	supercont3.278:352965-354647 (+)	CPIJ010541  
CPIJ800227	supercont3.278:355131-356803 (+)	CPIJ010542  
CPIJ800229	supercont3.278:360454-362123 (+)	CPIJ010543  
CPIJ800222	supercont3.278:364538-366204 (+)	CPIJ010544  
CPIJ800230	supercont3.278:367664-369313 (-)	CPIJ010545  
CPIJ800223	supercont3.278:370821-372488 (-)	CPIJ010546  
CPIJ800236	supercont3.278:376960-378642 (+)	CPIJ010547  
CPIJ800228	supercont3.278:379051-380717 (+)	CPIJ010548  
CPIJ800010	supercont3.774:47038-48956 (-)  	CPIJ016211  
CPIJ800005	supercont3.774:52478-61699 (+)  	CPIJ016213  
CPIJ800006	supercont3.774:61733-66749 (-)  	CPIJ016214  
CPIJ800011	supercont3.774:69805-71299 (-)  	CPIJ016215  
CPIJ800012	supercont3.774:74481-75969 (-)  	CPIJ016216  
CPIJ800013	supercont3.774:76162-78048 (-)  	CPIJ016217  
CPIJ800014	supercont3.774:86495-90267 (-)  	CPIJ016219  
CPIJ802564	supercont3.191:365377-366877 (-)	CPIJ008019  
CPIJ802566	supercont3.191:372863-374361 (-)	CPIJ008021  
CPIJ802571	supercont3.193:79067-89852 (+)  	CPIJ008413  
CPIJ800071	supercont3.307:88193-96254 (+)  	NEW
CPIJ802616	supercont3.482:12794-14091 (-)  	CPIJ013887  
CPIJ801606	supercont3.175:392497-393720 (-)	CPIJ007697  
CPIJ802139	supercont3.64:44445-45018 (+)   	NEW
CPIJ802142	supercont3.64:77310-77793 (+)   	NEW
CPIJ802151	supercont3.64:83130-85107 (-)   	CPIJ004128  
CPIJ802152	supercont3.64:91453-92025 (-)   	NEW
CPIJ802610	supercont3.64:101895-103321 (+) 	CPIJ004130  
CPIJ802147	supercont3.64:115983-117990 (-) 	CPIJ004132  
CPIJ802146	supercont3.64:188242-197925 (-) 	CPIJ004138  
CPIJ802153	supercont3.64:212146-213753 (-) 	CPIJ004141  
CPIJ802520	supercont3.64:213989-215643 (+) 	CPIJ004142  
CPIJ802145	supercont3.64:228002-232516 (-) 	CPIJ004143  
CPIJ802144	supercont3.64:238526-238997 (-) 	CPIJ004145  
CPIJ802154	supercont3.64:250419-256914 (+) 	CPIJ004147  
CPIJ802156	supercont3.64:257039-261406 (-) 	CPIJ004148  
CPIJ802157	supercont3.64:409283-412011 (-) 	CPIJ004151  
CPIJ802510	supercont3.64:497646-499042 (-) 	CPIJ004152  
CPIJ802534	supercont3.64:528328-531834 (+) 	CPIJ004154  CPIJ004155
CPIJ802536	supercont3.64:532068-533448 (+) 	CPIJ004156  
CPIJ802541	supercont3.64:589515-591003 (-) 	CPIJ004162  
CPIJ802543	supercont3.64:599116-600384 (-) 	CPIJ004163  
CPIJ802546	supercont3.64:602565-603895 (-) 	CPIJ004164  
CPIJ802548	supercont3.64:658270-659570 (+) 	CPIJ004165  
CPIJ802552	supercont3.64:659937-661240 (+) 	CPIJ004166  
CPIJ800193	supercont3.196:231601-233131 (+)	CPIJ008566  
CPIJ802017	supercont3.474:343621-351790 (+)	CPIJ013309  
CPIJ802492	supercont3.8:497473-498484 (+)  	CPIJ000810  
CPIJ800050	supercont3.467:227818-230110 (+)	NEW
CPIJ802608	supercont3.467:294050-295495 (+)	CPIJ013644  
CPIJ802509	supercont3.14:661249-662647 (-) 	CPIJ001168  
CPIJ802508	supercont3.14:1764528-1765800 (+)	CPIJ001223  
CPIJ802507	supercont3.14:1768406-1769687 (-)	CPIJ001224  
CPIJ802506	supercont3.14:1769926-1773495 (+)	CPIJ001225  
CPIJ800238	supercont3.510:164076-165746 (-)	CPIJ014218  
CPIJ800239	supercont3.510:170566-172216 (+)	CPIJ014220  
CPIJ802032	supercont3.510:313080-319095 (-)	CPIJ014242  
CPIJ802033	supercont3.510:325522-326217 (-)	CPIJ014243  
CPIJ800099	supercont3.443:225492-225886 (-)	CPIJ012783  
CPIJ800113	supercont3.1717:27819-28648 (-) 	CPIJ019252  
CPIJ800007	supercont3.550:1606-6358 (+)    	CPIJ013956  
CPIJ800008	supercont3.550:7393-8957 (+)    	CPIJ013957  
CPIJ800016	supercont3.550:9090-10447 (+)   	CPIJ013958  
CPIJ800017	supercont3.550:11806-13178 (+)   	CPIJ013959  
CPIJ800039	supercont3.361:194600-195999 (-)	NEW
CPIJ800038	supercont3.361:196135-197726 (-)	NEW  
CPIJ800037	supercont3.361:200703-202086 (-)	NEW
CPIJ800036	supercont3.361:210199-211634 (-)	NEW
CPIJ800035	supercont3.361:218488-219870 (-)	NEW
CPIJ800034	supercont3.361:222264-223952 (-)	CPIJ011563 
CPIJ800033	supercont3.361:224175-225532 (-)	CPIJ011564 
CPIJ802025	supercont3.4:108714-110336 (-)  	CPIJ000349 
CPIJ802022	supercont3.4:111175-111602 (+)  	CPIJ000350 
CPIJ802026	supercont3.4:111646-114016 (-)  	CPIJ000351 
CPIJ802027	supercont3.4:125012-126714 (-)  	CPIJ000352
CPIJ802023	supercont3.4:143169-150572 (+)  	CPIJ000353
CPIJ802028	supercont3.4:151262-154735 (-)  	CPIJ000354 
CPIJ802024	supercont3.4:182739-185737 (+)  	CPIJ000355 
CPIJ802029	supercont3.4:323626-324701 (-)  	CPIJ000357 
CPIJ802031	supercont3.4:457905-468868 (-)  	CPIJ000365 
CPIJ802019	supercont3.4:1599146-1602460 (+)	CPIJ000410 
CPIJ802020	supercont3.4:1626013-1630197 (+)	CPIJ000413 
CPIJ802021	supercont3.4:1631189-1632159 (+)	CPIJ000414 
CPIJ800109	supercont3.1278:10912-12600 (+) 	NEW
CPIJ802281	supercont3.75:49134-61890 (+)   	CPIJ004763 
CPIJ800158	supercont3.938:12471-21796 (+)  	CPIJ017242 
CPIJ800159	supercont3.938:22746-24587 (+)  	CPIJ017244 
CPIJ800160	supercont3.938:24883-26507 (+)  	CPIJ017244 
CPIJ800161	supercont3.938:29348-31815 (+)  	CPIJ017245 
CPIJ800162	supercont3.938:32669-40369 (+)  	CPIJ017246 
CPIJ800042	supercont3.233:474547-477207 (+)	NEW
CPIJ800175	supercont3.869:99267-100822 (-) 	CPIJ016847  CPIJ016846
CPIJ800221	supercont3.869:103240-104727 (+)	CPIJ016847  
CPIJ800176	supercont3.869:105004-106556 (+)	CPIJ016848  
CPIJ800188	supercont3.869:111560-113138 (-)	CPIJ016849  CPIJ016850
CPIJ800180	supercont3.869:119597-121153 (+)	CPIJ016852  
