AaegL1.1	AaedL1.2	Change
AAEL007373 AAEL007373 unchanged
AAEL007374 AAEL007374 unchanged
AAEL007375 AAEL007375 unchanged
AAEL007376 AAEL007376 unchanged
AAEL007377 AAEL007377 unchanged
AAEL007378 AAEL007378 unchanged
AAEL007379 AAEL007379 unchanged
AAEL007380 AAEL007380 unchanged
AAEL007381 AAEL007381 unchanged
AAEL007382 AAEL007382 unchanged
AAEL007383 AAEL007383 changed
AAEL007384 AAEL007384 unchanged
AAEL007385 AAEL007385 changed
AAEL007386 AAEL007386 unchanged
AAEL007387 AAEL007387 unchanged
AAEL007388 AAEL007388 unchanged
AAEL007389 AAEL007389 changed
AAEL007390 AAEL007390 unchanged
AAEL007391 AAEL007391 unchanged
AAEL007392 AAEL007392 unchanged
AAEL007393 AAEL007393 unchanged
AAEL007394 AAEL007394 unchanged
AAEL007395 AAEL007395 unchanged
AAEL007396 NULL deleted
AAEL007397 AAEL007397 changed
AAEL007398 AAEL007398 unchanged
AAEL007399 AAEL007399 unchanged
AAEL007400 AAEL007400 unchanged
AAEL007401 AAEL007401 unchanged
AAEL007402 AAEL007402 unchanged
AAEL007403 AAEL007403 unchanged
AAEL007404 AAEL007404 unchanged
AAEL007405 AAEL007405 unchanged
AAEL007406 AAEL007406 unchanged
AAEL007407 AAEL007407 unchanged
AAEL007408 AAEL007408 unchanged
AAEL007409 AAEL007409 unchanged
AAEL007410 AAEL007410 unchanged
AAEL007411 AAEL007411 unchanged
AAEL007412 AAEL007412 unchanged
AAEL007413 AAEL007413 unchanged
AAEL007414 AAEL007414 unchanged
AAEL007415 AAEL007415 unchanged
AAEL007416 AAEL007416 unchanged
AAEL007417 AAEL007417 unchanged
AAEL007418 AAEL007418 unchanged
AAEL007419 AAEL007419 unchanged
AAEL007420 AAEL007420 changed
AAEL007421 AAEL007421 unchanged
AAEL007422 AAEL007422 unchanged
AAEL007423 AAEL007423 unchanged
AAEL007424 AAEL007424 unchanged
AAEL007425 AAEL007425 unchanged
AAEL007426 AAEL007426 unchanged
AAEL007427 AAEL007427 changed
AAEL007428 AAEL007428 unchanged
AAEL007429 AAEL007429 unchanged
AAEL007430 AAEL007430 unchanged
AAEL007431 AAEL007431 unchanged
AAEL007432 AAEL007432 unchanged
AAEL007433 AAEL007433 unchanged
AAEL007434 AAEL007434 unchanged
AAEL007435 AAEL007435 unchanged
AAEL007436 AAEL007436 unchanged
AAEL007437 AAEL007437 unchanged
AAEL007438 AAEL007438 unchanged
AAEL007439 AAEL007439 unchanged
AAEL007440 AAEL007440 unchanged
AAEL007441 AAEL007441 changed
AAEL007442 AAEL007442 unchanged
AAEL007443 AAEL007443 unchanged
AAEL007444 AAEL007444 unchanged
AAEL007445 AAEL007445 unchanged
AAEL007446 AAEL007446 unchanged
AAEL007447 AAEL007447 changed
AAEL007448 AAEL007448 unchanged
AAEL007449 AAEL007449 unchanged
AAEL007450 AAEL007450 unchanged
AAEL007451 AAEL007451 unchanged
AAEL007452 AAEL007452 unchanged
AAEL007453 AAEL007453 unchanged
AAEL007454 AAEL007454 unchanged
AAEL007455 AAEL007455 unchanged
AAEL007456 AAEL007456 unchanged
AAEL007457 AAEL007457 unchanged
AAEL007458 AAEL007458 unchanged
AAEL007459 AAEL007459 unchanged
AAEL007460 AAEL007460 unchanged
AAEL007461 AAEL007461 unchanged
AAEL007462 AAEL007462 unchanged
AAEL007463 AAEL007463 unchanged
AAEL007464 AAEL007464 unchanged
AAEL007465 AAEL007465 unchanged
AAEL007466 AAEL007466 unchanged
AAEL007467 AAEL007467 unchanged
AAEL007468 AAEL007468 unchanged
AAEL007469 AAEL007469 unchanged
AAEL007470 AAEL007470 unchanged
AAEL007471 AAEL007471 unchanged
AAEL007472 AAEL007472 unchanged
AAEL007473 AAEL007473 changed
AAEL007474 AAEL007474 unchanged
AAEL007475 AAEL007475 unchanged
AAEL007476 AAEL007476 unchanged
AAEL007477 AAEL007477 unchanged
AAEL007478 AAEL007478 unchanged
AAEL007479 AAEL007479 unchanged
AAEL007480 AAEL007480 unchanged
AAEL007481 AAEL007481 unchanged
AAEL007482 AAEL007482 unchanged
AAEL007483 AAEL007483 unchanged
AAEL007484 AAEL007484 unchanged
AAEL007485 AAEL007485 unchanged
AAEL007486 AAEL007486 changed
AAEL007487 AAEL007487 unchanged
AAEL007488 AAEL007488 unchanged
AAEL007489 AAEL007489 unchanged
AAEL007490 AAEL007490 changed
AAEL007491 AAEL007491 unchanged
AAEL007492 AAEL007492 unchanged
AAEL007493 AAEL007493 unchanged
AAEL007494 AAEL007494 unchanged
AAEL007495 AAEL007495 unchanged
AAEL007496 AAEL007496 unchanged
AAEL007497 AAEL007497 unchanged
AAEL007498 AAEL007498 unchanged
AAEL007499 AAEL007499 unchanged
AAEL007500 AAEL007500 unchanged
AAEL007501 AAEL007501 unchanged
AAEL007502 AAEL007502 unchanged
AAEL007503 AAEL007503 unchanged
AAEL007504 AAEL007504 unchanged
AAEL007505 AAEL007505 unchanged
AAEL007506 AAEL007506 unchanged
AAEL007507 AAEL007507 unchanged
AAEL007508 AAEL007508 unchanged
AAEL007509 AAEL007509 unchanged
AAEL007510 AAEL007510 unchanged
AAEL007511 AAEL007511 unchanged
AAEL007512 AAEL007512 unchanged
AAEL007513 AAEL007513 unchanged
AAEL007514 AAEL007514 unchanged
AAEL007515 AAEL007515 unchanged
AAEL007516 AAEL007516 unchanged
AAEL007517 AAEL007517 unchanged
AAEL007518 AAEL007518 unchanged
AAEL007519 AAEL007519 unchanged
AAEL007520 AAEL007520 unchanged
AAEL007521 AAEL007521 unchanged
AAEL007522 AAEL007522 unchanged
AAEL007523 AAEL007523 unchanged
AAEL007524 AAEL007524 unchanged
AAEL007525 AAEL007525 unchanged
AAEL007526 AAEL007526 unchanged
AAEL007527 AAEL007527 unchanged
AAEL007528 AAEL007528 unchanged
AAEL007529 AAEL007529 unchanged
AAEL007530 AAEL007530 unchanged
AAEL007531 AAEL007531 unchanged
AAEL007532 AAEL007532 unchanged
AAEL007533 AAEL007533 unchanged
AAEL007534 AAEL007534 unchanged
AAEL007535 AAEL007535 unchanged
AAEL007536 AAEL007536 unchanged
AAEL007537 AAEL007537 unchanged
AAEL007538 AAEL007538 unchanged
AAEL007539 AAEL007539 unchanged
AAEL007540 AAEL007540 unchanged
AAEL007541 AAEL007541 unchanged
AAEL007542 AAEL007542 unchanged
AAEL007543 AAEL007543 unchanged
AAEL007544 AAEL007544 unchanged
AAEL007545 AAEL007545 unchanged
AAEL007546 AAEL007546 unchanged
AAEL007547 AAEL007547 unchanged
AAEL007548 AAEL007548 unchanged
AAEL007549 AAEL007549 unchanged
AAEL007550 AAEL007550 unchanged
AAEL007551 AAEL007551 unchanged
AAEL007552 AAEL007552 unchanged
AAEL007553 AAEL007553 unchanged
AAEL007554 AAEL007554 unchanged
AAEL007555 AAEL007555 unchanged
AAEL007556 AAEL007556 unchanged
AAEL007557 AAEL007557 unchanged
AAEL007558 AAEL007558 unchanged
AAEL007559 AAEL007559 unchanged
AAEL007560 AAEL007560 unchanged
AAEL007561 AAEL007561 unchanged
AAEL007562 AAEL007562 unchanged
AAEL007563 AAEL007563 changed
AAEL007564 AAEL007564 unchanged
AAEL007565 AAEL007565 unchanged
AAEL007566 AAEL007566 unchanged
AAEL007567 AAEL007567 unchanged
AAEL007568 AAEL007568 unchanged
AAEL007569 AAEL007569 unchanged
AAEL007570 AAEL007570 unchanged
AAEL007571 AAEL007571 unchanged
AAEL007572 AAEL007572 unchanged
AAEL007573 AAEL007573 unchanged
AAEL007574 AAEL007574 unchanged
AAEL007575 AAEL007575 unchanged
AAEL007576 AAEL007576 unchanged
AAEL007577 AAEL007577 unchanged
AAEL007578 AAEL007578 unchanged
AAEL007579 AAEL007579 unchanged
AAEL007580 AAEL007580 unchanged
AAEL007581 AAEL007581 unchanged
AAEL007582 AAEL007582 unchanged
AAEL007583 AAEL007583 unchanged
AAEL007584 AAEL007584 unchanged
AAEL007585 AAEL007585 unchanged
AAEL007586 AAEL007586 unchanged
AAEL007587 AAEL007587 unchanged
AAEL007588 AAEL007588 unchanged
AAEL007589 AAEL007589 unchanged
AAEL007590 AAEL007590 unchanged
AAEL007591 AAEL007591 unchanged
AAEL007592 AAEL007592 unchanged
AAEL007593 AAEL007593 changed
AAEL007594 AAEL007594 unchanged
AAEL007595 AAEL007595 unchanged
AAEL007596 AAEL007596 unchanged
AAEL007597 AAEL007597 changed
AAEL007598 AAEL007598 unchanged
AAEL007599 AAEL007599 unchanged
AAEL007600 AAEL007600 unchanged
AAEL007601 AAEL007601 unchanged
AAEL007602 AAEL007602 unchanged
AAEL007603 AAEL007603 unchanged
AAEL007604 AAEL007604 unchanged
AAEL007605 AAEL007605 unchanged
AAEL007606 AAEL007606 unchanged
AAEL007607 AAEL007607 unchanged
AAEL007608 AAEL007608 unchanged
AAEL007609 AAEL007609 unchanged
AAEL007610 AAEL007610 unchanged
AAEL007611 AAEL007611 unchanged
AAEL007612 AAEL007612 unchanged
AAEL007613 AAEL007613 unchanged
AAEL007614 AAEL007614 unchanged
AAEL007615 AAEL007615 unchanged
AAEL007616 AAEL007616 unchanged
AAEL007617 AAEL007617 unchanged
AAEL007618 AAEL007618 unchanged
AAEL007619 AAEL007619 unchanged
AAEL007620 AAEL007620 unchanged
AAEL007621 AAEL007621 unchanged
AAEL007622 AAEL007622 unchanged
AAEL007623 AAEL007623 unchanged
AAEL007624 AAEL007624 changed
AAEL007625 AAEL007625 unchanged
AAEL007626 AAEL007626 changed
AAEL007627 AAEL007627 unchanged
AAEL007628 NULL deleted
AAEL007629 AAEL007629 unchanged
AAEL007630 AAEL007630 unchanged
AAEL007631 AAEL007631 unchanged
AAEL007632 AAEL007632 unchanged
AAEL007633 AAEL007633 changed
AAEL007634 AAEL007634 unchanged
AAEL007635 AAEL007635 unchanged
AAEL007636 AAEL007636 unchanged
AAEL007637 AAEL007637 unchanged
AAEL007638 AAEL007638 unchanged
AAEL007639 AAEL007639 unchanged
AAEL007640 AAEL007640 unchanged
AAEL007641 AAEL007641 unchanged
AAEL007642 AAEL007642 changed
AAEL007643 AAEL007643 unchanged
AAEL007644 AAEL007644 changed
AAEL007645 AAEL007645 unchanged
AAEL007646 AAEL007646 unchanged
AAEL007647 AAEL007647 unchanged
AAEL007648 AAEL007648 unchanged
AAEL007649 AAEL007649 unchanged
AAEL007650 AAEL007650 unchanged
AAEL007651 AAEL007651 unchanged
AAEL007652 AAEL007652 unchanged
AAEL007653 AAEL007653 unchanged
AAEL007654 AAEL007654 unchanged
AAEL007655 AAEL007655 unchanged
AAEL007656 AAEL007656 unchanged
AAEL007657 AAEL007657 unchanged
AAEL007658 AAEL007658 unchanged
AAEL007659 AAEL007659 unchanged
AAEL007660 AAEL007660 unchanged
AAEL007661 AAEL007661 unchanged
AAEL007662 AAEL007662 unchanged
AAEL007663 AAEL007663 unchanged
AAEL007664 AAEL007664 unchanged
AAEL007665 AAEL007665 unchanged
AAEL007666 AAEL007666 unchanged
AAEL007667 AAEL007667 unchanged
AAEL007668 AAEL007668 unchanged
AAEL007669 AAEL007669 unchanged
AAEL007670 AAEL007670 unchanged
AAEL007671 AAEL007671 unchanged
AAEL007672 AAEL007672 unchanged
AAEL007673 AAEL007673 unchanged
AAEL007674 AAEL007674 unchanged
AAEL007675 AAEL007675 unchanged
AAEL007676 AAEL007676 unchanged
AAEL007677 AAEL007677 unchanged
AAEL007678 AAEL007678 unchanged
AAEL007679 AAEL007679 unchanged
AAEL007680 AAEL007680 unchanged
AAEL007681 AAEL007681 unchanged
AAEL007682 AAEL007682 unchanged
AAEL007683 AAEL007683 unchanged
AAEL007684 AAEL007684 unchanged
AAEL007685 AAEL007685 unchanged
AAEL007686 AAEL007686 unchanged
AAEL007687 AAEL007687 unchanged
AAEL007688 AAEL007688 unchanged
AAEL007689 AAEL007689 unchanged
AAEL007690 AAEL007690 unchanged
AAEL007691 AAEL007691 unchanged
AAEL007692 AAEL007692 unchanged
AAEL007693 AAEL007693 unchanged
AAEL007694 AAEL007694 unchanged
AAEL007695 AAEL007695 unchanged
AAEL007696 AAEL007696 changed
AAEL007697 AAEL007697 unchanged
AAEL007698 AAEL007698 changed
AAEL007699 AAEL007699 changed
AAEL007700 AAEL007700 unchanged
AAEL007701 AAEL007701 unchanged
AAEL007702 AAEL007702 unchanged
AAEL007703 AAEL007703 unchanged
AAEL007704 AAEL007704 unchanged
AAEL007705 AAEL007705 unchanged
AAEL007706 AAEL007706 unchanged
AAEL007707 AAEL007707 unchanged
AAEL007708 AAEL007708 unchanged
AAEL007709 AAEL007709 changed
AAEL007710 AAEL007710 unchanged
AAEL007711 AAEL007711 unchanged
AAEL007712 AAEL007712 unchanged
AAEL007713 AAEL007713 unchanged
AAEL007714 AAEL007714 unchanged
AAEL007715 AAEL007715 changed
AAEL007716 AAEL007716 unchanged
AAEL007717 AAEL007717 unchanged
AAEL007718 AAEL007718 unchanged
AAEL007719 AAEL007719 unchanged
AAEL007720 AAEL007720 unchanged
AAEL007721 AAEL007721 unchanged
AAEL007722 AAEL007722 unchanged
AAEL007723 AAEL007723 unchanged
AAEL007724 AAEL007724 unchanged
AAEL007725 AAEL007725 unchanged
AAEL007726 AAEL007726 unchanged
AAEL007727 AAEL007727 unchanged
AAEL007728 AAEL007728 unchanged
AAEL007729 AAEL007729 unchanged
AAEL007730 AAEL007730 unchanged
AAEL007731 AAEL007731 unchanged
AAEL007732 AAEL007732 unchanged
AAEL007733 AAEL007733 unchanged
AAEL007734 AAEL007734 unchanged
AAEL007735 AAEL007735 unchanged
AAEL007736 AAEL007736 unchanged
AAEL007737 AAEL007737 unchanged
AAEL007738 AAEL007738 unchanged
AAEL007739 AAEL007739 unchanged
AAEL007740 AAEL007740 unchanged
AAEL007741 AAEL007741 unchanged
AAEL007742 AAEL007742 unchanged
AAEL007743 AAEL007743 unchanged
AAEL007744 AAEL007744 unchanged
AAEL007745 AAEL007745 unchanged
AAEL007746 AAEL007746 unchanged
AAEL007747 AAEL007747 unchanged
AAEL007748 AAEL007748 changed
AAEL007749 AAEL007749 unchanged
AAEL007750 AAEL007750 unchanged
AAEL007751 AAEL007751 unchanged
AAEL007752 AAEL007752 unchanged
AAEL007753 AAEL007753 unchanged
AAEL007754 AAEL007754 unchanged
AAEL007755 AAEL007755 unchanged
AAEL007756 AAEL007756 unchanged
AAEL007757 AAEL007757 unchanged
AAEL007758 AAEL007758 unchanged
AAEL007759 AAEL007759 unchanged
AAEL007760 AAEL007760 unchanged
AAEL007761 AAEL007761 unchanged
AAEL007762 AAEL007762 unchanged
AAEL007763 AAEL007763 unchanged
AAEL007764 AAEL007764 unchanged
AAEL007765 AAEL007765 changed
AAEL007766 AAEL007766 unchanged
AAEL007767 AAEL007767 unchanged
AAEL007768 AAEL007768 changed
AAEL007769 AAEL007769 unchanged
AAEL007770 AAEL007770 unchanged
AAEL007771 AAEL007771 changed
AAEL007772 AAEL007772 unchanged
AAEL007773 AAEL007773 unchanged
AAEL007774 AAEL007774 unchanged
AAEL007775 AAEL007775 unchanged
AAEL007776 AAEL007776 unchanged
AAEL007777 AAEL007777 unchanged
AAEL007778 AAEL007778 unchanged
AAEL007779 AAEL007779 unchanged
AAEL007780 AAEL007780 unchanged
AAEL007781 AAEL007781 unchanged
AAEL007782 AAEL007782 unchanged
AAEL007783 AAEL007783 unchanged
AAEL007784 AAEL007784 unchanged
AAEL007785 AAEL007785 unchanged
AAEL007786 AAEL007786 unchanged
AAEL007787 AAEL007787 unchanged
AAEL007788 AAEL007788 unchanged
AAEL007789 AAEL007789 unchanged
AAEL007790 AAEL007790 unchanged
AAEL007791 AAEL007791 unchanged
AAEL007792 AAEL007792 unchanged
AAEL007793 AAEL007793 unchanged
AAEL007794 AAEL007794 unchanged
AAEL007795 AAEL007795 changed
AAEL007796 AAEL007796 changed
AAEL007797 AAEL007797 unchanged
AAEL007798 AAEL007798 changed
AAEL007799 AAEL007799 changed
AAEL007800 AAEL007800 unchanged
AAEL007801 AAEL007801 unchanged
AAEL007802 AAEL007802 unchanged
AAEL007803 AAEL007803 unchanged
AAEL007804 AAEL007804 unchanged
AAEL007805 AAEL007805 unchanged
AAEL007806 AAEL007806 unchanged
AAEL007807 AAEL007807 changed
AAEL007808 AAEL007808 changed
AAEL007809 AAEL007809 unchanged
AAEL007810 AAEL007810 unchanged
AAEL007811 AAEL007811 unchanged
AAEL007812 AAEL007812 changed
AAEL007813 AAEL007813 unchanged
AAEL007814 AAEL007814 unchanged
AAEL007815 AAEL007815 changed
AAEL007816 AAEL007816 changed
AAEL007817 AAEL007817 unchanged
AAEL007818 AAEL007818 unchanged
AAEL007819 AAEL007819 unchanged
AAEL007820 AAEL007820 unchanged
AAEL007821 AAEL007821 unchanged
AAEL007822 AAEL007822 unchanged
AAEL007823 AAEL007823 unchanged
AAEL007824 AAEL007824 unchanged
AAEL007825 AAEL007825 unchanged
AAEL007826 AAEL007826 unchanged
AAEL007827 AAEL007827 unchanged
AAEL007828 AAEL007828 unchanged
AAEL007829 AAEL007829 unchanged
AAEL007830 AAEL007830 changed
AAEL007831 AAEL007831 unchanged
AAEL007832 AAEL007832 changed
AAEL007833 AAEL007833 unchanged
AAEL007834 AAEL007834 changed
AAEL007835 AAEL007835 unchanged
AAEL007836 AAEL007836 unchanged
AAEL007837 AAEL007837 unchanged
AAEL007838 AAEL007838 unchanged
AAEL007839 AAEL007839 unchanged
AAEL007840 AAEL007840 unchanged
AAEL007841 AAEL007841 unchanged
AAEL007842 AAEL007842 unchanged
AAEL007843 AAEL007843 unchanged
AAEL007844 AAEL007844 unchanged
AAEL007845 AAEL007845 unchanged
AAEL007846 AAEL007846 unchanged
AAEL007847 AAEL007847 unchanged
AAEL007848 AAEL007848 unchanged
AAEL007849 AAEL007849 unchanged
AAEL007850 AAEL007850 unchanged
AAEL007851 AAEL007851 unchanged
AAEL007852 AAEL007852 unchanged
AAEL007853 AAEL007853 unchanged
AAEL007854 AAEL007854 unchanged
AAEL007855 AAEL007855 unchanged
AAEL007856 AAEL007856 unchanged
AAEL007857 AAEL007857 unchanged
AAEL007858 AAEL007858 unchanged
AAEL007859 AAEL007859 unchanged
AAEL007860 AAEL007860 unchanged
AAEL007861 AAEL007861 unchanged
AAEL007862 AAEL007862 unchanged
AAEL007863 AAEL007863 unchanged
AAEL007864 AAEL007864 unchanged
AAEL007865 AAEL007865 unchanged
AAEL007866 AAEL007866 unchanged
AAEL007867 AAEL007867 unchanged
AAEL007868 AAEL007868 unchanged
AAEL007869 AAEL007869 unchanged
AAEL007870 AAEL007870 unchanged
AAEL007871 AAEL007871 unchanged
AAEL007872 AAEL007872 unchanged
AAEL007873 AAEL007873 unchanged
AAEL007874 AAEL007874 unchanged
AAEL007875 AAEL007875 unchanged
AAEL007876 AAEL007876 unchanged
AAEL007877 AAEL007877 unchanged
AAEL007878 AAEL007878 unchanged
AAEL007879 AAEL007879 unchanged
AAEL007880 AAEL007880 unchanged
AAEL007881 AAEL007881 unchanged
AAEL007882 AAEL007882 unchanged
AAEL007883 AAEL007883 changed
AAEL007884 AAEL007884 unchanged
AAEL007885 AAEL007885 unchanged
AAEL007886 AAEL007886 unchanged
AAEL007887 AAEL007887 unchanged
AAEL007888 AAEL007888 unchanged
AAEL007889 AAEL007889 unchanged
AAEL007890 AAEL007890 unchanged
AAEL007891 AAEL007891 changed
AAEL007892 AAEL007892 unchanged
AAEL007893 AAEL007893 unchanged
AAEL007894 AAEL007894 unchanged
AAEL007895 AAEL007895 unchanged
AAEL007896 AAEL007896 unchanged
AAEL007897 AAEL007897 changed
AAEL007898 AAEL007898 unchanged
AAEL007899 AAEL007899 unchanged
AAEL007900 AAEL007900 unchanged
AAEL007901 AAEL007901 unchanged
AAEL007902 AAEL007902 unchanged
AAEL007903 AAEL007903 unchanged
AAEL007904 AAEL007904 unchanged
AAEL007905 AAEL007905 unchanged
AAEL007906 AAEL007906 unchanged
AAEL007907 AAEL007907 unchanged
AAEL007908 AAEL007908 unchanged
AAEL007909 AAEL007909 unchanged
AAEL007910 AAEL007910 unchanged
AAEL007911 AAEL007911 unchanged
AAEL007912 AAEL007912 unchanged
AAEL007913 AAEL007913 unchanged
AAEL007914 AAEL007914 unchanged
AAEL007915 AAEL007915 unchanged
AAEL007916 AAEL007916 unchanged
AAEL007917 AAEL007917 unchanged
AAEL007918 AAEL007918 unchanged
AAEL007919 AAEL007919 unchanged
AAEL007920 AAEL007920 unchanged
AAEL007921 AAEL007921 unchanged
AAEL007922 AAEL007922 unchanged
AAEL007923 AAEL007923 unchanged
AAEL007924 AAEL007924 changed
AAEL007925 AAEL007925 unchanged
AAEL007926 AAEL007926 unchanged
AAEL007927 AAEL007927 unchanged
AAEL007928 AAEL007928 unchanged
AAEL007929 AAEL007929 unchanged
AAEL007930 AAEL007930 unchanged
AAEL007931 AAEL007931 unchanged
AAEL007932 AAEL007932 unchanged
AAEL007933 AAEL007933 changed
AAEL007934 AAEL007934 unchanged
AAEL007935 AAEL007935 changed
AAEL007936 AAEL007936 unchanged
AAEL007937 NULL deleted
AAEL007938 AAEL007938 unchanged
AAEL007939 AAEL007939 unchanged
AAEL007940 AAEL007940 changed
AAEL007941 AAEL007941 unchanged
AAEL007942 AAEL007942 unchanged
AAEL007943 AAEL007943 unchanged
AAEL007944 AAEL007944 unchanged
AAEL007945 AAEL007945 unchanged
AAEL007946 AAEL007946 changed
AAEL007947 AAEL007947 changed
AAEL007948 AAEL007948 changed
AAEL007949 AAEL007949 unchanged
AAEL007950 AAEL007950 unchanged
AAEL007951 AAEL007951 changed
AAEL007952 AAEL007952 unchanged
AAEL007953 AAEL007953 unchanged
AAEL007954 AAEL007954 changed
AAEL007955 AAEL007955 changed
AAEL007956 AAEL007956 unchanged
AAEL007957 AAEL007957 unchanged
AAEL007958 AAEL007958 unchanged
AAEL007959 AAEL007959 unchanged
AAEL007960 AAEL007960 unchanged
AAEL007961 AAEL007961 unchanged
AAEL007962 AAEL007962 changed
AAEL007963 AAEL007963 unchanged
AAEL007964 AAEL007964 unchanged
AAEL007965 AAEL007965 unchanged
AAEL007966 AAEL007966 unchanged
AAEL007967 AAEL007967 unchanged
AAEL007968 AAEL007968 unchanged
AAEL007969 AAEL007969 unchanged
AAEL007970 AAEL007970 unchanged
AAEL007971 AAEL007971 unchanged
AAEL007972 AAEL007972 unchanged
AAEL007973 AAEL007973 unchanged
AAEL007974 AAEL007974 unchanged
AAEL007975 AAEL007975 unchanged
AAEL007976 AAEL007976 unchanged
AAEL007977 AAEL007977 unchanged
AAEL007978 AAEL007978 unchanged
AAEL007979 AAEL007979 unchanged
AAEL007980 AAEL007980 unchanged
AAEL007981 AAEL007981 unchanged
AAEL007982 AAEL007982 unchanged
AAEL007983 AAEL007983 unchanged
AAEL007984 AAEL007984 unchanged
AAEL007985 AAEL007985 unchanged
AAEL007986 AAEL007986 unchanged
AAEL007987 AAEL007987 unchanged
AAEL007988 AAEL007988 unchanged
AAEL007989 AAEL007989 unchanged
AAEL007990 AAEL007990 unchanged
AAEL007991 AAEL007991 unchanged
AAEL007992 AAEL007992 unchanged
AAEL007993 AAEL007993 changed
AAEL007994 AAEL007994 unchanged
AAEL007995 AAEL007995 unchanged
AAEL007996 AAEL007996 unchanged
AAEL007997 AAEL007997 unchanged
AAEL007998 AAEL007998 unchanged
AAEL007999 AAEL007999 unchanged
AAEL008000 AAEL008000 unchanged
AAEL008001 AAEL008001 unchanged
AAEL008002 AAEL008002 unchanged
AAEL008003 AAEL008003 unchanged
AAEL008004 AAEL008004 unchanged
AAEL008005 AAEL008005 unchanged
AAEL008006 AAEL008006 unchanged
AAEL008007 AAEL008007 unchanged
AAEL008008 AAEL008008 unchanged
AAEL008009 AAEL008009 unchanged
AAEL008010 AAEL008010 unchanged
AAEL008011 AAEL008011 unchanged
AAEL008012 AAEL008012 unchanged
AAEL008013 AAEL008013 unchanged
AAEL008014 AAEL008014 unchanged
AAEL008015 AAEL008015 unchanged
AAEL008016 AAEL008016 unchanged
AAEL008017 AAEL008017 unchanged
AAEL008018 AAEL008018 changed
AAEL008019 AAEL008019 unchanged
AAEL008020 AAEL008020 unchanged
AAEL008021 AAEL008021 unchanged
AAEL008022 AAEL008022 unchanged
AAEL008023 AAEL008023 unchanged
AAEL008024 AAEL008024 unchanged
AAEL008025 AAEL008025 unchanged
AAEL008026 AAEL008026 changed
AAEL008027 AAEL008027 unchanged
AAEL008028 AAEL008028 unchanged
AAEL008029 AAEL008029 unchanged
AAEL008030 AAEL008030 unchanged
AAEL008031 AAEL008031 unchanged
AAEL008032 AAEL008032 unchanged
AAEL008033 AAEL008033 unchanged
AAEL008034 AAEL008034 unchanged
AAEL008035 AAEL008035 unchanged
AAEL008036 AAEL008036 unchanged
AAEL008037 AAEL008037 unchanged
AAEL008038 AAEL008038 unchanged
AAEL008039 AAEL008039 unchanged
AAEL008040 AAEL008040 unchanged
AAEL008041 AAEL008041 unchanged
AAEL008042 AAEL008042 unchanged
AAEL008043 AAEL008043 changed
AAEL008044 AAEL008044 unchanged
AAEL008045 AAEL008045 unchanged
AAEL008046 AAEL008046 unchanged
AAEL008047 NULL deleted
AAEL008048 AAEL008048 unchanged
AAEL008049 AAEL008049 unchanged
AAEL008050 AAEL008050 unchanged
AAEL008051 AAEL008051 unchanged
AAEL008052 AAEL008052 unchanged
AAEL008053 AAEL008053 unchanged
AAEL008054 AAEL008054 unchanged
AAEL008055 AAEL008055 unchanged
AAEL008056 AAEL008056 unchanged
AAEL008057 AAEL008057 unchanged
AAEL008058 AAEL008058 changed
AAEL008059 AAEL008059 unchanged
AAEL008060 AAEL008060 unchanged
AAEL008061 AAEL008061 unchanged
AAEL008062 AAEL008062 unchanged
AAEL008063 AAEL008063 unchanged
AAEL008064 AAEL008064 unchanged
AAEL008065 AAEL008065 unchanged
AAEL008066 AAEL008066 unchanged
AAEL008067 AAEL008067 changed
AAEL008068 AAEL008068 unchanged
AAEL008069 AAEL008069 unchanged
AAEL008070 AAEL008070 unchanged
AAEL008071 AAEL008071 unchanged
AAEL008072 AAEL008072 unchanged
AAEL008073 AAEL008073 unchanged
AAEL008074 AAEL008074 unchanged
AAEL008075 AAEL008075 unchanged
AAEL008076 AAEL008076 unchanged
AAEL008077 AAEL008077 unchanged
AAEL008078 AAEL008078 unchanged
AAEL008079 AAEL008079 unchanged
AAEL008080 AAEL008080 unchanged
AAEL008081 AAEL008081 unchanged
AAEL008082 AAEL008082 unchanged
AAEL008083 AAEL008083 unchanged
AAEL008084 AAEL008084 unchanged
AAEL008085 AAEL008085 unchanged
AAEL008086 AAEL008086 unchanged
AAEL008087 AAEL008087 unchanged
AAEL008088 AAEL008088 unchanged
AAEL008089 AAEL008089 unchanged
AAEL008090 AAEL008090 unchanged
AAEL008091 AAEL008091 unchanged
AAEL008092 AAEL008092 unchanged
AAEL008093 AAEL008093 unchanged
AAEL008094 AAEL008094 unchanged
AAEL008095 AAEL008095 unchanged
AAEL008096 AAEL008096 unchanged
AAEL008097 AAEL008097 unchanged
AAEL008098 AAEL008098 changed
AAEL008099 AAEL008099 unchanged
AAEL008100 AAEL008100 unchanged
AAEL008101 AAEL008101 unchanged
AAEL008102 AAEL008102 unchanged
AAEL008103 AAEL008103 unchanged
AAEL008104 AAEL008104 unchanged
AAEL008105 AAEL008105 changed
AAEL008106 AAEL008106 unchanged
AAEL008107 AAEL008107 unchanged
AAEL008108 AAEL008108 unchanged
AAEL008109 AAEL008109 unchanged
AAEL008110 AAEL008110 unchanged
AAEL008111 AAEL008111 unchanged
AAEL008112 AAEL008112 unchanged
AAEL008113 AAEL008113 unchanged
AAEL008114 AAEL008114 unchanged
AAEL008115 AAEL008115 unchanged
